   #  Z_k1  A_k1  Z_k3  A_k3        Z_k5  A_k5  Z_k7  A_k7    flux [dY/dt]    energy [erg/(g*s)]    timescale reac [s]
  249    9   18    0    1            2    4    7   15         4.62028E-32         2.86122E-13         2.01601E+88
  250    9   18    1    1            0    0   10   19         2.38452E-25         1.47498E-06         3.87540E+11
  251    9   18    0    0            1    1    8   17         1.00000E-99         1.00000E-99         1.00000E+90
  252    9   18    1    1            0    1    9   18         1.00000E-99         1.00000E-99         1.00000E+90
  253    9   18    1    1            2    4    8   15         1.88923E-23         5.25335E-05         4.89139E+09
  254    9   18    0    0            2    4    7   14         1.00000E-99         1.00000E-99         1.00000E+90
  255    9   18    2    4            0    1   11   21         1.00000E-99         1.00000E-99         1.00000E+90
  256    9   18    0    0            0    0    8   18         9.03767E-18         2.12538E+01         1.02250E+04
  257    9   19    0    1            0    0    9   20         4.90039E-34         3.12121E-15         1.00000E+90
  258    9   19    0    0            0    1    9   18         1.00000E-99         1.00000E-99         1.00000E+90
  259    9   19    0    1            1    1    9   19         1.00000E-99         1.00000E-99         1.00000E+90
  260    9   19    0    1            2    4    8   16         1.00000E-99         1.00000E-99         1.00000E+90
  261    9   19    1    1            0    0   10   20         1.41834E-23         1.75768E-04         4.85755E+11
  262    9   19    0    0            1    1    8   18         1.00000E-99         1.00000E-99         1.00000E+90
  263    9   19    1    1            0    1   10   19         1.00000E-99         1.00000E-99         1.00000E+90
  264    9   19    1    1            2    4    8   16         5.24478E-20         4.10603E-01         1.31362E+08
  265    9   19    0    0            2    4    7   15         1.00000E-99         1.00000E-99         1.00000E+90
  266    9   19    2    4            0    1   11   22         1.00000E-99         1.00000E-99         1.00000E+90
  267    9   19    2    4            1    1   10   22         1.20921E-40         1.95195E-22         5.69762E+28
  268    9   19    0    0            0    0   10   19         1.00000E-99         1.00000E-99         1.00000E+90
  269    9   20    0    1            0    0   10   21         4.26187E-54         5.34734E-35         1.00000E+90
  270    9   20    0    0            0    1    9   19         1.00000E-99         1.00000E-99         1.00000E+90
  271    9   20    1    1            2    4    8   17         1.14986E-39         6.27502E-21         6.97620E+06
  272    9   20    0    0            0    0   10   20         4.90045E-34         2.95166E-15         1.63693E+01
  273   10   19    0    1            0    0   10   20         7.36673E-48         1.19869E-28         1.00000E+90
